Districts,District Name Clean,Electoral Name Clean,constituency,url,parent_district,divisions,Candidate_1,Party_1,Symbol_1,Img_1,Candidate_2,Party_2,Symbol_2,Img_2,Candidate_3,Party_3,Symbol_3,Img_3,Candidate_4,Party_4,Symbol_4,Img_4,Candidate_5,Party_5,Symbol_5,Img_5,Candidate_6,Party_6,Symbol_6,Img_6,Candidate_7,Party_7,Symbol_7,Img_7,Candidate_8,Party_8,Symbol_8,Img_8,Candidate_9,Party_9,Symbol_9,Img_9,Candidate_10,Party_10,Symbol_10,Img_10,Candidate_11,Party_11,Symbol_11,Img_11,Candidate_12,Party_12,Symbol_12,Img_12,Candidate_13,Party_13,Symbol_13,Img_13,Candidate_14,Party_14,Symbol_14,Img_14,Candidate_15,Party_15,Symbol_15,Img_15
ভোলা,Bhola,ভোলা-১,Bhola-1,,Bhola,Barishal,আন্দালিভ রহমান,বাংলাদেশ জাতীয় পার্টি-বিজেপি,গরুর গাড়ী,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F85b57dafc35d4068b0b4d27e8561db31_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ মিজানুর রহমান,ন্যাশনাল পিপলস পার্টি (এনপিপি),আম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd7d234e16eb846a1a4dce53183ea60db_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ নজরুল ইসলাম,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোহাম্মদ আশ্রাফ আলী,ইসলামিক ফ্রন্ট বাংলাদেশ,চেয়ার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F70770442c9ef4554bc887a71355cab3f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ ওবায়দুর রহমান,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ আকবর হোসাইন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ আইনুর রহমান (জুয়েল ) মিয়া,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fa957b9bbdbd64f3c8ced6161c0aa9d61_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ভোলা,Bhola,ভোলা-২,Bhola-2,,Bhola,Barishal,মোঃ হাফিজ ইব্রাহিম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোকফার উদ্দিন চৌধুরী,লিবারেল ডেমোক্রেটিক পার্টি - এলডিপি,ছাতা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F933239852d4b4fdbabc2663282cd0429_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আলা উদ্দিন,আমজনতার দল,প্রজাপতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F7f199e85c466455ab9ded926d443db13_0_2.JPG%253FfilePath%253D0%252Fcandidates%252F&election_id=478,এডভোকেট মোঃ জাহাঙ্গীর আলম রিটু,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোহাম্মদ ফজলুল করিম,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ জাকির হোসেন খন্দকার,স্বতন্ত্র,মোটর সাইকেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fa5b3d55b21ae401c9a60285d6bbc8e22_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ভোলা,Bhola,ভোলা-৩,Bhola-3,,Bhola,Barishal,মুহাঃ নিজামুল হক,বাংলাদেশ ডেভেলপমেন্ট পার্টি,ফুলকপি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fac33776d9e5c46f7be2f330ff45fd561_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,হাফিজ উদ্দিন আহমদ বীর বিক্রম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ মোসলেহ উদ্দীন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ কামাল উদ্দিন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ আবু তৈয়ব,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F992222fb05064b66a601e75f39945e03_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ভোলা,Bhola,ভোলা-৪,Bhola-4,,Bhola,Barishal,মোহাম্মদ নূরুল ইসলাম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোহাম্মদ মোস্তফা কামাল,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ মিজানুর রহমান,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ জালাল উদ্দীন রুমী,আমজনতার দল,প্রজাপতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8c43a55d84e243039cf32ddcce182d8c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আবুল কালাম,জাতীয়তাবাদী  গণতান্ত্রিক আন্দোলন -এনডিএম,সিংহ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F2cd8b07183f9418382a1732514758a67_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আবুল মোকাররম মোঃ কামাল উদ্দীন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
বান্দরবান,Bandarban,বান্দারবান,বান্দারবান,,Bandarban,Chattogram,সাচিং প্রু,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ আবুল কালাম আজাদ,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,আবু সাঈদ মোঃ সূজা উদ্দীন,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff42c5caca8df46e2a98d6687e9f279ec_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আবু জাফর মোহাম্মদ ওয়ালী উল্লাহ,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম,Chittagong,চট্রগ্রাম-১,Chittagong-1,,Chittagong,Chattogram,"এ, কে, এম, আবু ইউছুপ",জাতীয় সমাজতান্ত্রিক দল-জেএসডি,তারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fdb39b582e388495a8bf8830d35377739_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,রেজাউল করিম,ইনসানিয়াত বিপ্লব বাংলাদেশ,আপেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F805fb6ec043c4849b7a1b3855c5c6236_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ  ছাইফুর রহমান,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,নুরুল আমিন,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,ফেরদৌস আহমদ চৌধুরী,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,শেখ জুলফিকার বুলবুল চৌধুরী,বাংলাদেশ মুসলিম লীগ-বিএমএল,হাত (পাঞ্জা),http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F417452d3326449f0b7f577878c46429f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,সৈয়দ শাহাদাৎ হোসেন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম,Chittagong,চট্রগ্রাম-২,Chittagong-2,,Chittagong,Chattogram,শাহজাদা সৈয়দ সাইফুদ্দিন আহমদ,বাংলাদেশ সুপ্রীম পার্টি (বি.এস.পি),একতারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F6d7b67ec43b1441b8199d3775b648018_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ নুরুল আমিন,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,রবিউল হাসান,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F23e29407a42446f5a4a5f2a26b3fead0_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ গোলাম নওশের আলী,জনতার দল,কলম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F103bfee518414e41a8f8a1ffc3a432d2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আহমদ কবির,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ffbc56c38cb4b41fd8097cf05555be094_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ জুলফিকার আলী মান্নান,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,জিন্নাত আকতার,স্বতন্ত্র,হরিণ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fbb328fdca5664eb89a0e3eb4e2c1c5d3_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম,Chittagong,চট্রগ্রাম-৩,Chittagong-3,,Chittagong,Chattogram,মুহাম্মদ আলা উদ্দীন,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোহাম্মাদ আমজাদ হোসেন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ মোয়াহেদুল মাওলা,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fadb990990e7244fba3f0e292f511485c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোস্তফা কামাল পাশা,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম,Chittagong,চট্রগ্রাম-৪,Chittagong-4,,Chittagong,Chattogram,মোঃ মছিউদদৌলা,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,মোঃ জাকারিয়া খালেদ,বাংলাদেশ নেজামে ইসলাম পার্টি,বই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fc10fae7b4cd44eafbb44bf40dca851a0_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,জাহিদুল  আলম,গণসংহতি আন্দোলন,মাথাল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F6f29e0c5bf79423a8ee846b53c9d0660_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আনোয়ার ছিদ্দিক,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ শহীদুল ইসলাম চৌধুরী,বাংলাদেশ সুপ্রীম পার্টি (বি.এস.পি),একতারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fb7ce8f6f351945e3a39dc5e5935ea101_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ দিদারুল মাওলা,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,এ টি এম পারভেজ,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F7b7eea5c5d20476ab3b1e7d06b036f58_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ আসলাম চৌধুরী,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ সিরাজুদ্দৌলা,বাংলাদেশ ইসলামী ফ্রন্ট,মোমবাতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fc59329a4169b4e76833b38b1b661c35d_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,
চট্টগ্রাম,Chittagong,চট্রগ্রাম-৫,Chittagong-5,,Chittagong,Chattogram,মীর মোহাম্মদ হেলাল উদ্দীন,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মতি উল্লাহ নূরী,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মুহাম্মদ রফিকুল ইসলাম,ইসলামিক ফ্রন্ট বাংলাদেশ,চেয়ার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F12de69ffafdf41fc8279a16f8a7ef03c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ নাসির উদ্দীন,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,মোহাম্মদ ইমাম উদ্দিন রিয়াদ,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3da57be9d963451b94391c7886f77517_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আলা উদ্দিন,বাংলাদেশ লেবার পার্টি,আনারস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fbcc93cfec2fe4a098d3f18d8b52a0700_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
